,time,atp
0,0,3.1421632193476774
1,1,3.0345722545276987
2,3,3.441251277923584
3,4,2.7308778899708432
4,5,3.0584936702952668
5,6,2.0073474083990313
6,7,2.040916896744423
7,8,2.7275146484375
8,9,2.9769532157585967
9,10,3.234097768025226
10,11,3.111040729025136
11,12,4.077034627584586
12,13,2.5126759082595735
13,14,2.633415593327703
14,15,3.552586319422958
15,16,2.985403821359273
16,17,2.8420852489685746
17,18,3.5106940375434026
18,19,0.8053419846754808
19,20,1.6048319855628654
20,21,1.2412228467987805
21,22,0.6335224970149608
22,23,0.0
23,24,0.030977326238940575
