,time,atp
0,0,2.8873852436049576
1,1,2.750865218030858
2,3,2.8026988841869214
3,4,2.9938324614838288
4,5,3.4393685913085936
5,6,2.7059275492864394
6,7,3.4566150343561746
7,8,2.7573048425099205
8,9,3.153076676297779
9,10,3.1970523324684117
10,11,2.850460913873488
11,12,3.318043034251143
12,13,2.3880181430785123
13,14,3.1425393165191475
14,15,4.249632777430076
15,16,3.239702929247607
16,17,2.8121322477706756
17,18,3.330713191502531
18,19,4.497093249278463
19,20,4.3196769848204495
20,21,4.435457599696829
21,22,4.881009650952889
22,23,3.459484652815194
23,24,4.24691451223273
