,time,atp
0,0,2.3412816725194654
1,1,2.7558421560138537
2,2,2.2439111049637597
3,3,1.7858749767074316
4,4,2.608994368668441
5,5,2.3312327348066297
6,6,1.8380346859202665
7,7,1.927691792332849
8,8,1.7502017550998263
9,9,2.0765675191346764
10,10,2.181045950275578
11,11,2.3383686749232298
12,12,2.467074615786774
13,13,2.547309056883718
14,14,3.5186854255269973
15,15,4.0104672271426365
16,16,2.1551015036446706
17,17,3.4871804057687954
18,18,3.285876094933712
19,19,0.02313580421301035
20,20,5.581090792803697
21,21,3.9476822413755266
22,22,3.6773242768787204
23,23,2.874576707600582
24,24,4.802279552781438
25,25,3.9232275264779317
26,26,3.2609691801525296
27,27,4.1006306041370735
28,28,3.3563754919803506
29,29,3.322537919165383
